LOT,WF,TKIN time,SiO2 Under SiN depo THK,SiO2 Under SiN CMP THK,etch RF reflect power,ashing time,pre clean chemical flow rate,Chamber,Chuck center temp,Chuck Edge temp,Chamber pressure,Precursor,Precursor flow rate,RF Power,RF reflect Power Max,Main process time,PRE PC,PRE THK AVG,POST THK AVG,EDGE CENTER,POST PC
DHI.1,12,45033.9,148.9,138.3,9.13,299.8,999.5,B,120,100,1200,SiH4,50,300,1.13,120,101.2,8701.5,12723.9,220.6,119.4
DHI.1,13,45033.9,150.6,139.9,12.286,300,997.1,A,120,100,1200,SiH4,50,300,1.14,120,91.1,8700.4,12768.5,203.1,111.9
DHI.1,14,45033.9,148.6,138.6,10.741,300,999,B,120,100,1200,SiH4,50,300,0.89,120,90.6,8705.2,12705,196.6,152.2
DHI.1,15,45033.9,147.7,136.8,9.374,299.9,998.9,A,120,100,1200,SiH4,50,300,1.17,120,108.7,8719.9,12694.5,188.8,105.3
DHI.1,16,45033.9,151.7,141.3,8.953,300,999.1,B,120,100,1200,SiH4,50,300,0.86,120,105.7,8701.8,12694,222.4,125
DHI.1,17,45033.9,148.4,137.4,8.609,300,1002.5,A,120,100,1200,SiH4,50,300,0.96,120,103.5,8692,12715.6,207.4,119.9
DHI.1,18,45033.9,152.8,141.9,12.355,300.1,996.1,B,120,100,1200,SiH4,50,300,0.64,120,83.7,8699.1,12706.4,193.8,113
DHI.1,19,45033.9,149.8,138.8,9.694,300,998.2,A,120,100,1200,SiH4,50,300,1.03,120,93,8698.1,12671.4,216,184
DHI.1,20,45033.9,152.4,142.2,9.03,300,999.7,B,120,100,1200,SiH4,50,300,1.17,120,92.5,8688,12684.6,200.8,121.4
DHI.1,21,45033.9,151.1,142.1,10.238,299.9,997.9,A,120,100,1200,SiH4,50,300,0.84,120,89,8722.6,12700.9,185.4,108.4
DHI.1,22,45033.9,153.7,143,8.533,300.1,998.5,B,120,100,1200,SiH4,50,300,1.02,120,92.6,8686.9,12695.3,205.2,153.8
DHI.1,23,45033.9,145.6,135.7,9.852,300.1,999.3,A,120,100,1200,SiH4,50,300,0.78,120,93.9,8711,12696.7,188,111.8
DHI.1,24,45033.9,149.8,140.6,11.383,299.9,999,B,120,100,1200,SiH4,50,300,0.5,120,89.8,8691.1,12679.4,189,158
DHI.1,25,45033.9,147.2,136.9,10.66,300.1,1000.1,A,120,100,1200,SiH4,50,300,1.13,120,89.7,8721.4,12745.3,215.1,139.5
DHJ.1,1,45034.03,149.3,140.3,11.295,299.8,998.2,A,120,100,1200,SiH4,50,300,0.88,120,104.8,8687.8,12715,148.6,122
DHJ.1,2,45034.03,150.3,140.2,11.567,300.1,1002.3,B,120,100,1200,SiH4,50,300,0.85,120,86,8707.3,12774.1,176.8,176.9
DHJ.1,3,45034.03,146.9,137,10.531,300,999.6,A,120,100,1200,SiH4,50,300,1.3,120,94.8,8668.1,12669.2,226.3,165.1
DHJ.1,4,45034.03,149.1,139,9.426,300,998.6,B,120,100,1200,SiH4,50,300,1.29,120,91.5,8711.4,12697,192.9,151.2
DHJ.1,5,45034.03,149.8,139.9,8.922,300,998.8,A,120,100,1200,SiH4,50,300,1.17,120,93.5,8664.1,12615.7,195.6,119.4
DHJ.1,6,45034.03,149.6,139,9.503,299.9,997,B,120,100,1200,SiH4,50,300,1.09,120,100.9,8736.6,12760,190.6,131.4
DHJ.1,7,45034.03,151.7,141.4,9.111,300.2,1000.1,A,120,100,1200,SiH4,50,300,1.28,120,100.7,8688.4,12686.6,219.7,154.5
DHJ.1,8,45034.03,149.6,138.8,10.147,300,1002.8,B,120,100,1200,SiH4,50,300,0.91,120,112.2,8687.8,12710.7,207.4,137.9
DHJ.1,9,45034.03,151.6,141,10.877,300.1,998,A,120,100,1200,SiH4,50,300,0.78,120,92,8683.6,12677.8,209.1,169.3
DHJ.1,10,45034.03,151.1,140.1,9.924,300,1001.3,B,120,100,1200,SiH4,50,300,1.12,120,88.5,8715.1,12745.9,208.6,131.2
DHJ.1,11,45034.03,152.7,143.3,10.941,299.9,998.3,A,120,100,1200,SiH4,50,300,0.62,120,101,8721,12682.3,208.8,141
DHJ.1,12,45034.03,150.2,138.8,9.12,300.1,1000.4,B,120,100,1200,SiH4,50,300,0.65,120,111.5,8725.2,12736.2,194.7,141.8
DHJ.1,13,45034.03,147.7,136.8,9.678,299.8,996.7,A,120,100,1200,SiH4,50,300,1.3,120,95.1,8701.2,12654.8,209.4,131
DHJ.1,14,45034.03,150.1,142.3,7.978,299.9,999.7,B,120,100,1200,SiH4,50,300,0.86,120,114.2,8702.6,12733.1,223.2,129.8
DHJ.1,15,45034.03,148.4,139,10.813,300.1,1000.5,A,120,100,1200,SiH4,50,300,1.14,120,100.5,8707.7,12751.1,220.8,132
DHJ.1,16,45034.03,153.2,142.5,11.13,230,1002.9,B,120,100,1200,SiH4,50,300,0.87,120,2868.4,9636.5,13573,181.6,3399.5
DHJ.1,17,45034.03,147.8,137.3,9.668,300,1001.2,A,120,100,1200,SiH4,50,300,1.02,120,110.3,8661.4,12684.2,201.2,140.8
DHJ.1,18,45034.03,147.5,136.5,10.291,299.9,1002.3,B,120,100,1200,SiH4,50,300,0.93,120,103.1,8677.4,12689.2,187.3,153
DHJ.1,19,45034.03,149.4,138.6,8.687,300,1013.1,A,120,100,1200,SiH4,50,300,0.83,120,93.1,8726.7,11398.2,210.1,1077.9
DHJ.1,20,45034.03,151.5,141.8,5.844,299.9,1004.3,B,120,100,1200,SiH4,50,300,1.07,120,105.7,8722.6,12707.8,197.8,152.4
DHJ.1,21,45034.03,147.3,137.2,8.455,300.1,1002.2,A,120,100,1200,SiH4,50,300,1.1,120,108.2,8730,12724.8,174.5,107
DHJ.1,22,45034.03,152.6,140.9,10.932,300.1,1001.2,B,120,100,1200,SiH4,50,300,0.95,120,113.3,8727.2,12706.3,212.9,160.8
DHJ.1,23,45034.03,152.4,140.3,9.456,300.1,1000.4,A,120,100,1200,SiH4,50,300,0.91,120,113.4,8719.5,12737.2,166.8,127.1
DHJ.1,24,45034.03,150.9,140.2,9.944,300.1,997.1,B,120,100,1200,SiH4,50,300,0.55,120,110.4,8701,12749,203.4,121.3
DHJ.1,25,45034.03,153.1,142.6,9.086,299.8,1002.6,A,120,100,1200,SiH4,50,300,1.02,120,93.1,8711.6,12733.2,193.9,155.9
DHK.1,1,45034.18,149.2,139,10.861,299.9,999,A,120,100,1200,SiH4,50,300,0.88,120,110.1,8708.2,12753.8,172.2,144.2
DHK.1,2,45034.18,149.5,138.9,8.523,300,1001.2,B,120,100,1200,SiH4,50,300,1.23,120,101.3,8718.7,12735,201.7,125.7
DHK.1,3,45034.18,145.9,134.5,10.318,299.9,998.9,A,120,100,1200,SiH4,50,300,1.04,120,93.5,8714.8,12707.2,194.4,120.6
DHK.1,4,45034.18,151.4,142.1,8.974,300.2,1001.6,B,120,100,1200,SiH4,50,300,1.19,120,109.4,8717.4,12764.8,219,129.8
DHK.1,5,45034.18,150.4,139.2,8.519,300,1002.5,A,120,100,1200,SiH4,50,300,0.93,120,80.8,8702.8,12713.2,211.6,99.7
DHK.1,6,45034.18,146.6,136.6,9.703,300,1011.3,B,120,100,1200,SiH4,50,300,0.7,120,114.1,8717.5,11383.2,205.6,903.4
DHK.1,7,45034.18,151.1,142.7,9.131,300,1003.1,A,120,100,1200,SiH4,50,300,0.76,120,93.4,8704.1,12722.9,192.6,148.5
DHK.1,8,45034.18,150.4,139.8,7.368,300.1,1000.4,B,120,100,1200,SiH4,50,300,1.16,120,103.5,8710,12744.4,244.8,152.6
DHK.1,9,45034.18,150.2,140.9,10.122,300.1,1001.5,A,120,100,1200,SiH4,50,300,1.22,120,106.8,8680,12671.4,203.3,157.4
DHK.1,10,45034.18,146.8,137.6,9.564,300,998.5,B,120,100,1200,SiH4,50,300,0.93,120,93.6,8691.7,12703,194.6,106.9
DHK.1,11,45034.18,147.4,138.6,9.354,300,999.4,A,120,100,1200,SiH4,50,300,1.08,120,110.2,8673.7,12606.4,188.1,146.5
DHK.1,12,45034.18,152.2,142.4,9.345,299.7,1003.3,B,120,100,1200,SiH4,50,300,0.81,120,83.1,8685,12725.5,250.6,120.4
DHK.1,13,45034.18,152.3,143.5,157.656,299.8,998.5,A,120,100,1200,SiH4,50,300,0.57,120,1757.3,8712.4,12712.9,190.8,2129
DHK.1,14,45034.18,152.7,144.3,10.3,300.1,1004.5,B,120,100,1200,SiH4,50,300,1.31,120,113,8703.2,12656.3,211.5,145.3
DHK.1,15,45034.18,151.4,141.4,9.247,300,1000.4,A,120,100,1200,SiH4,50,300,1.17,120,109,8733.9,12762.7,182.7,144.3
DHK.1,16,45034.18,150.9,142.4,10.14,300.1,998,B,120,100,1200,SiH4,50,300,1.37,120,108.8,8690.5,12654,194.8,114.2
DHK.1,17,45034.18,149.6,140.3,8.693,300.1,999.8,A,120,100,1200,SiH4,50,300,0.98,120,102.2,8689.1,12723.6,219.4,128
DHK.1,18,45034.18,151.5,141.5,10.57,300.1,1001.6,B,120,100,1200,SiH4,50,300,0.78,120,101,8695.6,12710.2,193.1,142.7
DHK.1,19,45034.18,151.9,143.6,11.465,300.2,998.6,A,120,100,1200,SiH4,50,300,1.22,120,99.9,8677.4,12653.4,219.1,151.9
DHK.1,20,45034.18,149.4,140.1,9.494,300,999.7,B,120,100,1200,SiH4,50,300,0.63,120,82.5,8702.9,12776.8,213.7,123.1
DHK.1,21,45034.18,152.5,143.6,10.604,300,1001.6,A,120,100,1200,SiH4,50,300,0.84,120,105.4,8729.4,12671,176.5,154.8
DHK.1,22,45034.18,147.9,138.6,9.37,300.2,997.6,B,120,100,1200,SiH4,50,300,0.46,120,101.2,8693.7,12645,215.1,104.3
DHK.1,23,45034.18,147.4,138.8,10.63,300,1000.1,A,120,100,1200,SiH4,50,300,1,120,105.1,8658.7,12666.3,209.6,130.9
DHK.1,24,45034.18,149.4,141.4,10.624,300,998.2,B,120,100,1200,SiH4,50,300,0.74,120,98.6,8690,12610.3,188.5,141.1
DHK.1,25,45034.18,151,140.9,11.035,300,998.4,A,120,100,1200,SiH4,50,300,1.45,120,96.4,8718.2,12682.9,194.6,141.4
DHL.1,1,45034.23,147.8,137.3,9.913,300.1,1002.6,A,120,100,1200,SiH4,50,300,0.76,120,105.7,8699,12660.4,207.1,137.3
DHL.1,2,45034.23,150.1,139.7,11.474,299.9,1001.2,B,120,100,1200,SiH4,50,300,1.2,120,103.4,8680.5,12710.7,168.8,131.4
DHL.1,3,45034.23,148.7,139.3,10.629,300,998.3,A,120,100,1200,SiH4,50,300,1.24,120,101.9,8664.2,12681.1,186.9,150.5
DHL.1,4,45034.23,151.8,142.6,9.644,300,1001.9,B,120,100,1200,SiH4,50,300,1.19,120,102.1,8687.4,12681.4,179.8,147.2
DHL.1,5,45034.23,155,143.8,12.701,300,998.1,A,120,100,1200,SiH4,50,300,0.72,120,86.4,8719.3,12678.1,202,143
DHL.1,6,45034.23,150.7,142.2,10.135,300.1,999.8,B,120,100,1200,SiH4,50,300,0.93,120,108.2,8722.8,12648,188.8,87.6
DHL.1,7,45034.23,152.5,143,9.302,299.8,998.8,A,120,100,1200,SiH4,50,300,0.95,120,101.5,8730.8,12749.9,202.4,121.9
DHL.1,8,45034.23,147.1,136.8,10.583,300.2,996.5,B,120,100,1200,SiH4,50,300,1.14,120,88.6,8711.2,12724.9,218.1,124.7
DHL.1,9,45034.23,150.2,140.3,9.643,300,1002,A,120,100,1200,SiH4,50,300,0.77,120,91.8,8720.6,12688,207.1,134.5
DHL.1,10,45034.23,147,135.6,8.134,299.9,999.3,B,120,100,1200,SiH4,50,300,1.12,120,93.3,8726.2,12762.2,170.5,161.9
DHL.1,11,45034.23,148.8,138.4,10.795,300,998.7,A,120,100,1200,SiH4,50,300,1.31,120,111,8709.7,12704.4,227.9,120.2
DHL.1,12,45034.23,151,138.8,10.122,300.1,999,B,120,100,1200,SiH4,50,300,1.25,120,95.9,8693,12702.4,161.3,132.6
DHL.1,13,45034.23,147.6,138.1,11.146,300,998.8,A,120,100,1200,SiH4,50,300,1.12,120,101.3,8713.8,12746.4,220.4,149
DHL.1,14,45034.23,148.2,137.7,10.771,300.2,1001.6,B,120,100,1200,SiH4,50,300,1.48,120,103,8691.7,12678.7,204.6,125.2
DHL.1,15,45034.23,154.5,145.2,9.919,300,999.8,A,120,100,1200,SiH4,50,300,1.22,120,106.2,8687.9,12698.5,186.4,156.2
DHL.1,16,45034.23,151.9,141.6,11.449,300.1,1000.9,B,120,100,1200,SiH4,50,300,0.77,120,100.6,8714.8,12687.4,203.3,141.3
DHL.1,17,45034.23,146.8,136.9,9.916,300,1000.7,A,120,100,1200,SiH4,50,300,1.03,120,119,8740.6,12777.9,212.7,179.7
DHL.1,18,45034.23,150.9,139.8,10.288,300.1,1002.5,B,120,100,1200,SiH4,50,300,0.91,120,90.6,8684.2,12650,207.5,130
DHL.1,19,45034.23,150.9,140.1,11.284,299.9,1000.1,A,120,100,1200,SiH4,50,300,1.12,120,90.6,8674.6,12651.4,202.4,118.9
DHL.1,20,45034.23,149,138.8,10.159,299.9,1001.9,B,120,100,1200,SiH4,50,300,0.94,120,90,8682.7,12657.3,195.6,168
DHL.1,21,45034.23,150.3,140.1,9.945,300,1001.9,A,120,100,1200,SiH4,50,300,0.85,120,92.3,8694.4,12720.9,174.2,151.5
DHL.1,22,45034.23,146.8,137.1,9.342,300,999,B,120,100,1200,SiH4,50,300,0.76,120,84,8705.5,12680.8,192.2,120.3
DHL.1,23,45034.23,154.7,145.3,10.679,299.9,999.1,A,120,100,1200,SiH4,50,300,0.49,120,109.6,8689.7,12706.4,158,150.5
DHL.1,24,45034.23,151.9,142.6,9.046,300,998.6,B,120,100,1200,SiH4,50,300,1.24,120,116,8728.5,12740.4,212.4,90.2
DHL.1,25,45034.23,151.2,140.4,10.052,300.2,1003.1,A,120,100,1200,SiH4,50,300,1.16,120,94.7,8720.2,12697.5,216.1,152
DHM.1,1,45034.28,153.5,142.8,9.601,300,1001.3,A,120,100,1200,SiH4,50,300,0.74,120,101.5,8684.6,12660.9,186.6,121.4
DHM.1,2,45034.28,150.3,142.5,8.368,300,1001.8,B,120,100,1200,SiH4,50,300,0.76,120,92.3,8706.3,12714.1,192.5,138.5
DHM.1,3,45034.28,149.2,138.1,10.267,300.1,1002.2,A,120,100,1200,SiH4,50,300,0.75,120,100.2,8715.1,12683.8,225.7,136
DHM.1,4,45034.28,148.7,139.4,6.997,300,998.3,B,120,100,1200,SiH4,50,300,1.19,120,93.2,8671.7,12629.9,197.5,166.7
DHM.1,5,45034.28,149.4,139.7,10.107,300,1002.2,A,120,100,1200,SiH4,50,300,1.06,120,89.7,8689.6,12673.5,222.5,155.9
DHM.1,6,45034.28,150.3,141.2,7.214,300,1011.6,B,120,100,1200,SiH4,50,300,0.98,120,91.3,8660.9,10698.8,221,854.1
DHM.1,7,45034.28,153.4,143,8.908,299.9,1003,A,120,100,1200,SiH4,50,300,1.4,120,96.5,8701.1,12632.7,247,147.1
DHM.1,8,45034.28,150.1,141.3,9.422,299.9,1004.5,B,120,100,1200,SiH4,50,300,0.66,120,103.5,8670.2,12684.3,210.7,116.2
DHM.1,9,45034.28,149.3,138.8,10.397,300.1,998.1,A,120,100,1200,SiH4,50,300,0.93,120,99.2,8680.1,12623.8,201.7,159
DHM.1,10,45034.28,146.5,136.1,9.135,300,1001.9,B,120,100,1200,SiH4,50,300,1.17,120,108.8,8702.6,12728.3,207.9,162.3
DHM.1,11,45034.28,150.9,141.2,9.446,300,999.5,A,120,100,1200,SiH4,50,300,0.96,120,103.6,8651.6,12695.2,196.1,107.4
DHM.1,12,45034.28,152.3,143.1,8.525,299.8,999.2,B,120,100,1200,SiH4,50,300,1.39,120,107.2,8735.7,12773.9,204.8,163.7
DHM.1,13,45034.28,148.7,138.2,10.475,299.9,1003.1,A,120,100,1200,SiH4,50,300,1.16,120,110.6,8691,12697.8,190,154.9
DHM.1,14,45034.28,150.5,140,9.65,299.9,999.5,B,120,100,1200,SiH4,50,300,1.13,120,101,8699.8,12697.1,193.5,158.1
DHM.1,15,45034.28,153.3,142.3,128.834,299.9,1000.3,A,120,100,1200,SiH4,50,300,1.25,120,1707.8,8677.9,12636.4,212.9,2102.5
DHM.1,16,45034.28,149.8,139.3,9.383,299.9,999.8,B,120,100,1200,SiH4,50,300,0.76,120,92.3,8658.3,12656.3,174.5,157.4
DHM.1,17,45034.28,150.9,140.4,9.29,299.7,997.6,A,120,100,1200,SiH4,50,300,1.07,120,82.5,8706.4,12668.2,168.5,144.2
DHM.1,18,45034.28,147.4,137.1,9.767,300,1000.3,B,120,100,1200,SiH4,50,300,1.22,120,117.9,8719.2,12713.3,197.4,127.1
DHM.1,19,45034.28,148.3,139,9.887,300,1003,A,120,100,1200,SiH4,50,300,1.17,120,103.2,8698.2,12714.5,222.1,155.5
DHM.1,20,45034.28,149.6,138.4,11.37,300,1000.8,B,120,100,1200,SiH4,50,300,1.08,120,112.5,8750,12743.9,206.8,153.4
DHM.1,21,45034.28,152.2,143,10.891,299.9,1000.9,A,120,100,1200,SiH4,50,300,1.52,120,79.8,8676.3,12682.2,213.4,130.8
DHM.1,22,45034.28,149.2,137.5,9.761,300.1,1001.6,B,120,100,1200,SiH4,50,300,1.01,120,112.3,8703.3,12698.3,228.8,107.3
DHM.1,23,45034.28,146.3,136,12.063,299.9,998.2,A,120,100,1200,SiH4,50,300,1.25,120,98.8,8716,12712.4,175.4,137.1
DHM.1,24,45034.28,148.5,138.5,11.522,300.1,996.2,B,120,100,1200,SiH4,50,300,1.17,120,103,8687.4,12707.3,237.3,122.7
DHM.1,25,45034.28,148.6,140.7,9.161,300,998.5,A,120,100,1200,SiH4,50,300,1.18,120,93.6,8711,12671.3,235.5,142.2
DHN.1,1,45034.9,151.6,142.5,10.302,299.9,1002.9,A,120,100,1200,SiH4,50,300,1.13,120,119.2,8730.9,12772.6,189.4,140.3
DHN.1,2,45034.9,148.7,138.1,8.529,299.9,1001.6,B,120,100,1200,SiH4,50,300,1.02,120,110,8672.5,12634.6,202.9,142.2
DHN.1,3,45034.9,148.8,138.2,9.8,300.1,998,A,120,100,1200,SiH4,50,300,1.28,120,108.9,8749,12705.9,188.2,133
DHN.1,4,45034.9,150.8,140.7,9.642,300,998.6,B,120,100,1200,SiH4,50,300,0.6,120,102.6,8696.2,12672.4,200,163.7
DHN.1,5,45034.9,148.4,137.4,11.797,299.8,999,A,120,100,1200,SiH4,50,300,1.15,120,111,8711.6,12766,192.9,117.6
DHN.1,6,45034.9,151.2,139.2,8.532,299.9,1001.8,B,120,100,1200,SiH4,50,300,1.16,120,96.6,8709.6,12742.4,203.7,145.7
DHN.1,7,45034.9,149.7,140.5,9.652,300.1,999.3,A,120,100,1200,SiH4,50,300,0.9,120,94.6,8713.5,12684,162.2,185.7
DHN.1,8,45034.9,147.2,136.6,9.093,299.8,1000.1,B,120,100,1200,SiH4,50,300,1.21,120,91.3,8716.7,12707.2,207.9,129.1
DHN.1,9,45034.9,149.5,139.3,10.846,300.1,1000.2,A,120,100,1200,SiH4,50,300,0.93,120,115,8659.2,12669.7,178.4,134.1
DHN.1,10,45034.9,151.2,142.1,9.681,300,1000.8,B,120,100,1200,SiH4,50,300,0.72,120,105.6,8652.2,12651,189.8,177.6
DHN.1,11,45034.9,151.4,141.4,10.134,299.9,999,A,120,100,1200,SiH4,50,300,1.07,120,88.8,8708,12705.7,196.7,136
DHN.1,12,45034.9,150,138.7,10.267,300,1002.7,B,120,100,1200,SiH4,50,300,0.88,120,105,8694.2,12678.1,179.9,125.8
DHN.1,13,45034.9,154.4,143.6,10.951,300,1002.2,A,120,100,1200,SiH4,50,300,1.07,120,102,8705.1,12716.8,226,171.7
DHN.1,14,45034.9,148.1,138.3,121.651,300,1002,B,120,100,1200,SiH4,50,300,1.2,120,1797.2,8657,12644,179.8,2158.5
DHN.1,15,45034.9,151.1,142.7,11.147,299.9,999,A,120,100,1200,SiH4,50,300,1.1,120,94,8664.7,12678.8,199.2,146.9
DHN.1,16,45034.9,149.9,139.3,8.09,300.2,999.4,B,120,100,1200,SiH4,50,300,1.14,120,104.4,8724.3,12770.4,177.1,113.4
DHN.1,17,45034.9,149.6,138.5,10.2,300,998.9,A,120,100,1200,SiH4,50,300,0.97,120,110.2,8669.1,12669.9,218.4,134
DHN.1,18,45034.9,146.2,135.7,10.252,300,998.2,B,120,100,1200,SiH4,50,300,1.04,120,120.7,8714.1,12718,183.1,137.9
DHN.1,19,45034.9,153.5,143.2,8.767,216.9,1002.2,A,120,100,1200,SiH4,50,300,0.82,120,2988,9563.1,13555.5,174.9,3603.1
DHN.1,20,45034.9,148.7,139.9,9.864,300.2,996.2,B,120,100,1200,SiH4,50,300,0.96,120,96.1,8705.5,12688.3,219.9,161.1
DHN.1,21,45034.9,149,138.4,8.096,299.9,996,A,120,100,1200,SiH4,50,300,0.68,120,84.7,8705.3,12711.2,214.8,162.5
DHN.1,22,45034.9,149,139.3,9.66,300,1002.1,B,120,100,1200,SiH4,50,300,1.01,120,86.2,8719,12726,235.8,126.2
DHN.1,23,45034.9,147,136.5,9.98,300.1,1001.2,A,120,100,1200,SiH4,50,300,1.04,120,89,8689.8,12685.2,204.9,141.1
DHN.1,24,45034.9,146,135.9,9.6,299.9,1015.1,B,120,100,1200,SiH4,50,300,1.28,120,105.4,8664.4,11376.5,218.1,1085.2
DHN.1,25,45034.9,149.3,137.8,9.547,299.8,999.9,A,120,100,1200,SiH4,50,300,1.03,120,105.1,8678.3,12657.4,221.4,148.1
DHO.1,1,45035.22,152.3,143.6,10.289,300.2,998.7,A,120,100,1200,SiH4,50,300,1.1,120,105.5,8724.9,12764.4,181.2,145
DHO.1,2,45035.22,148.8,138.7,10.912,300,1000.5,B,120,100,1200,SiH4,50,300,0.98,120,89.8,8699.6,12686.4,188.5,119.2
DHO.1,3,45035.22,147.6,137.5,11.368,300.1,998.2,A,120,100,1200,SiH4,50,300,1.29,120,87.1,8686.7,12722.8,170.5,95.5
DHO.1,4,45035.22,149.1,138.7,10.051,300.1,997.4,B,120,100,1200,SiH4,50,300,1.37,120,91.1,8677.1,12658.4,182.7,125.6
DHO.1,5,45035.22,147.1,137.2,10.622,299.9,1001.2,A,120,100,1200,SiH4,50,300,1.04,120,109.4,8676.2,12690.8,230.9,149.1
DHO.1,6,45035.22,154.3,143.9,9.854,300,999.2,B,120,100,1200,SiH4,50,300,1.15,120,107.1,8698,12735.6,189.3,135.6
DHO.1,7,45035.22,149.4,141.4,11.413,299.8,998.9,A,120,100,1200,SiH4,50,300,1.06,120,108.3,8705.7,12672.2,188.9,158.9
DHO.1,8,45035.22,148.8,138.7,9.014,300.1,1000,B,120,100,1200,SiH4,50,300,0.94,120,103.4,8691,12683.6,192.5,143.8
DHO.1,9,45035.22,150.5,140,10.401,300,1002.6,A,120,100,1200,SiH4,50,300,1.14,120,85.2,8685.4,12682.5,187.9,132.2
DHO.1,10,45035.22,149.3,139.2,9.354,300.1,1000.1,B,120,100,1200,SiH4,50,300,0.95,120,101.4,8691.8,12710.5,210.4,130.4
DHO.1,11,45035.22,151.7,142.3,7.882,299.9,997.8,A,120,100,1200,SiH4,50,300,1.17,120,88.8,8697.2,12703.3,191.9,135.3
DHO.1,12,45035.22,148.5,138.4,8.001,300,999,B,120,100,1200,SiH4,50,300,0.99,120,77.5,8702.1,12698.1,209.6,127.1
DHO.1,13,45035.22,150.3,141.9,9.84,300.1,1001.4,A,120,100,1200,SiH4,50,300,1.01,120,102.8,8702.7,12689.2,161.3,139.5
DHO.1,14,45035.22,151.1,140.2,8.851,299.9,1000.7,B,120,100,1200,SiH4,50,300,1.42,120,97.9,8702.8,12724.6,182.8,167.1
DHO.1,15,45035.22,149.4,138.1,9.725,300.1,1003.3,A,120,100,1200,SiH4,50,300,1.07,120,109.2,8694.5,12682.4,199.2,94.8
DHO.1,16,45035.22,154.1,144.6,10.248,300,999.2,B,120,100,1200,SiH4,50,300,0.64,120,95.4,8721.4,12717.5,168.9,151.1
DHO.1,17,45035.22,150,138.5,9.803,299.9,1004.7,A,120,100,1200,SiH4,50,300,1.54,120,94.2,8699.2,12736.3,193.2,131.4
DHO.1,18,45035.22,147.9,136.3,8.935,300,1000.6,B,120,100,1200,SiH4,50,300,0.75,120,83.7,8419.3,12425.6,205.4,149.6
DHO.1,19,45035.22,150.7,140.3,11.059,300.1,1003.2,A,120,100,1200,SiH4,50,300,1.05,120,103.3,8705,12728.5,160.3,147.7
DHO.1,20,45035.22,149.2,139.4,9.577,299.8,1001.4,B,120,100,1200,SiH4,50,300,0.94,120,104.2,8688.9,12666.3,215.7,129.7
DHO.1,21,45035.22,149.7,140.5,9.658,299.8,1000.6,A,120,100,1200,SiH4,50,300,1,120,98.8,8699.4,12734.7,169.8,129.9
DHO.1,22,45035.22,150.4,140.6,12.566,300.1,999.6,B,120,100,1200,SiH4,50,300,1.54,120,101.9,8698.9,12684.5,211.5,145.5
DHO.1,23,45035.22,150.6,140.6,8.385,300,995,A,120,100,1200,SiH4,50,300,1.19,120,105,8690.2,12767.4,172.6,118.6
DHO.1,24,45035.22,155,144.3,10.718,299.8,1004.7,B,120,100,1200,SiH4,50,300,0.78,120,81,8739.3,12747.1,206.9,142
DHO.1,25,45035.22,152.2,142.1,9.884,299.9,1001.2,A,120,100,1200,SiH4,50,300,1.01,120,90.5,8667.4,12659.5,191.3,135.3
DHP.1,1,45036.01,147.6,136.6,10.724,300.1,1003.1,A,120,100,1200,SiH4,50,300,1.15,120,103.4,8690.5,12721.4,230.2,102.7
DHP.1,2,45036.01,148.9,138.7,9.679,299.8,998.3,B,120,100,1200,SiH4,50,300,1.13,120,89.5,8699.5,12728.1,211,100.3
DHP.1,3,45036.01,151.9,141.6,10.546,299.9,998.9,A,120,100,1200,SiH4,50,300,0.95,120,115.7,8754.1,12772.1,229,122.4
DHP.1,4,45036.01,150.5,141.1,11.196,300.1,997.7,B,120,100,1200,SiH4,50,300,1.07,120,85.8,8703,12692.2,209.2,149.2
DHP.1,5,45036.01,149.3,137.8,8.941,299.9,1001.6,A,120,100,1200,SiH4,50,300,1.18,120,104.5,8708.5,12683,215.5,149.1
DHP.1,6,45036.01,151.6,141.5,9.913,262,1001.1,B,120,100,1200,SiH4,50,300,1.32,120,2555.8,9559.8,13598.5,175.2,3073
DHP.1,7,45036.01,150.4,142.1,9.347,300.1,1002.5,A,120,100,1200,SiH4,50,300,1.17,120,108.2,8697.3,12701.4,258.5,144
DHP.1,8,45036.01,147.7,137,8.736,299.9,1000.4,B,120,100,1200,SiH4,50,300,0.88,120,107.4,8697.2,12695.8,214.9,155
DHP.1,9,45036.01,147.5,136.3,10.926,299.9,999.5,A,120,100,1200,SiH4,50,300,0.8,120,106.5,8697.6,12716.7,204.4,137.1
DHP.1,10,45036.01,149.6,140.7,9.817,300,998.6,B,120,100,1200,SiH4,50,300,0.94,120,121.4,8719.8,12704.4,216.2,163.5
DHP.1,11,45036.01,149.8,140.8,9.92,300.1,1002.9,A,120,100,1200,SiH4,50,300,1.13,120,111.9,8694.5,12732.2,217,136.3
DHP.1,12,45036.01,148.6,140,10.86,300,999.8,B,120,100,1200,SiH4,50,300,1.08,120,104.8,8692,12643.8,208.3,110.5
DHP.1,13,45036.01,148.1,136.5,10.374,299.9,1003.8,A,120,100,1200,SiH4,50,300,0.78,120,103.4,8675.4,12724.7,225.5,162
DHP.1,14,45036.01,148.6,139,10.281,299.9,1000.4,B,120,100,1200,SiH4,50,300,1.06,120,105.2,8675.5,12654.4,207.1,129.9
DHP.1,15,45036.01,154.1,144.8,11.844,299.9,996.4,A,120,100,1200,SiH4,50,300,0.97,120,100.6,8679.3,12676,186.9,122.7
