Lot_ID,Batch_ID,Wafer_ID,PECVD_Thick,Etch_Rate,Idsat,BVdss,Vth,Defect_Count,Yield_Percentage,Pass_Fail
LOT_1033,BATCH_664,WFR_18,1531.1,441.4,659.2,12.45,0.656,9,88.35,Pass
LOT_1033,BATCH_664,WFR_19,1502.9,447.5,659.8,12.34,0.731,6,90.38,Pass
LOT_1033,BATCH_664,WFR_20,1537.3,438.2,601.8,12.03,0.686,12,82.09,Fail
LOT_1033,BATCH_665,WFR_21,1481.9,448.4,643.0,12.34,0.692,8,89.26,Pass
LOT_1033,BATCH_665,WFR_22,1549.3,450.9,671.1,12.61,0.691,13,84.38,Fail
LOT_1033,BATCH_665,WFR_23,1580.5,447.3,648.8,12.48,0.658,11,85.09,Pass
LOT_1033,BATCH_665,WFR_24,1487.3,442.2,614.9,12.57,0.699,11,81.96,Fail
LOT_1033,BATCH_665,WFR_25,1484.4,452.0,648.7,12.23,0.697,9,85.73,Pass
LOT_1034,BATCH_666,WFR_01,1550.9,455.3,692.6,12.97,0.712,13,82.39,Fail
LOT_1034,BATCH_666,WFR_02,1555.3,436.9,681.2,12.03,0.704,14,82.24,Fail
LOT_1034,BATCH_666,WFR_03,1481.7,466.9,648.4,12.7,0.74,6,91.02,Pass
LOT_1034,BATCH_666,WFR_04,1485.3,448.8,673.8,12.97,0.746,13,83.55,Fail
LOT_1034,BATCH_666,WFR_05,1490.1,450.2,640.8,12.69,0.647,7,91.07,Pass
LOT_1034,BATCH_667,WFR_06,1452.9,458.5,607.4,12.42,0.743,16,76.27,Fail
LOT_1034,BATCH_667,WFR_07,1467.8,452.8,626.9,12.29,0.641,8,85.41,Pass
LOT_1034,BATCH_667,WFR_08,1464.9,461.4,689.1,12.91,0.729,12,84.78,Fail
LOT_1034,BATCH_667,WFR_09,1473.1,453.4,643.2,11.93,0.731,7,91.33,Pass
LOT_1034,BATCH_667,WFR_10,1498.8,442.7,643.9,12.11,0.604,8,88.75,Pass
LOT_1034,BATCH_668,WFR_11,1508.2,454.3,642.5,12.34,0.705,5,91.69,Pass
LOT_1034,BATCH_668,WFR_12,1554.3,436.3,697.6,13.0,0.677,14,82.18,Fail
LOT_1034,BATCH_668,WFR_13,1465.1,451.3,690.6,12.65,0.662,11,85.29,Pass
LOT_1034,BATCH_668,WFR_14,1534.5,449.6,705.5,12.11,0.768,13,83.4,Fail
LOT_1034,BATCH_668,WFR_15,1492.5,447.5,646.0,12.38,0.667,3,92.53,Pass
LOT_1034,BATCH_669,WFR_16,1498.3,448.5,657.4,12.25,0.66,11,83.24,Fail
LOT_1034,BATCH_669,WFR_17,1523.6,427.4,612.1,12.22,0.704,10,84.83,Fail
LOT_1034,BATCH_669,WFR_18,1460.7,443.4,686.9,12.89,0.734,10,86.06,Pass
LOT_1034,BATCH_669,WFR_19,1513.4,451.1,620.8,11.95,0.693,11,82.25,Fail
LOT_1034,BATCH_669,WFR_20,1505.8,451.9,655.4,13.14,0.758,5,89.15,Pass
LOT_1034,BATCH_670,WFR_21,1517.2,437.7,622.6,12.83,0.727,11,85.93,Pass
LOT_1034,BATCH_670,WFR_22,1510.1,465.2,635.3,12.94,0.591,5,92.88,Pass
LOT_1034,BATCH_670,WFR_23,1585.9,439.6,629.1,12.31,0.674,14,80.57,Fail
LOT_1034,BATCH_670,WFR_24,1477.7,461.6,634.8,12.44,0.672,13,83.94,Fail
LOT_1034,BATCH_670,WFR_25,1481.4,455.1,636.5,11.93,0.724,13,82.22,Fail
LOT_1035,BATCH_671,WFR_01,1478.2,442.2,636.3,12.29,0.569,9,86.29,Pass
LOT_1035,BATCH_671,WFR_02,1480.6,471.3,670.8,12.7,0.827,6,90.19,Pass
LOT_1035,BATCH_671,WFR_03,1477.7,435.7,622.4,13.02,0.727,8,88.75,Pass
LOT_1035,BATCH_671,WFR_04,1541.6,461.0,655.5,12.06,0.707,11,84.09,Fail
LOT_1035,BATCH_671,WFR_05,1549.7,462.0,680.4,12.35,0.759,14,78.41,Fail
LOT_1035,BATCH_672,WFR_06,1480.0,442.0,637.2,12.44,0.817,7,90.57,Pass
LOT_1035,BATCH_672,WFR_07,1470.9,466.7,632.1,11.94,0.744,7,88.33,Pass
LOT_1035,BATCH_672,WFR_08,1516.5,447.0,644.2,12.74,0.747,9,88.98,Pass
LOT_1035,BATCH_672,WFR_09,1480.7,453.5,679.5,12.21,0.707,11,86.47,Pass
LOT_1035,BATCH_672,WFR_10,1522.2,453.1,654.9,12.42,0.693,9,86.44,Pass
LOT_1035,BATCH_673,WFR_11,1507.1,448.4,636.7,12.32,0.676,9,88.68,Pass
LOT_1035,BATCH_673,WFR_12,1446.9,459.7,662.1,12.18,0.659,9,89.09,Pass
LOT_1035,BATCH_673,WFR_13,1554.2,459.5,622.4,12.5,0.666,11,85.94,Pass
LOT_1035,BATCH_673,WFR_14,1562.9,429.0,667.0,12.41,0.632,11,83.98,Fail
LOT_1035,BATCH_673,WFR_15,1478.6,465.7,660.2,12.35,0.696,8,86.88,Pass
LOT_1035,BATCH_674,WFR_16,1486.4,430.1,642.3,12.21,0.616,4,94.19,Pass
LOT_1035,BATCH_674,WFR_17,1510.0,462.4,629.0,12.63,0.71,7,88.26,Pass
LOT_1035,BATCH_674,WFR_18,1511.7,463.5,627.8,13.16,0.698,11,85.89,Pass
LOT_1035,BATCH_674,WFR_19,1523.0,436.9,663.4,12.56,0.707,9,86.13,Pass
LOT_1035,BATCH_674,WFR_20,1570.4,445.1,680.7,12.9,0.674,16,78.74,Fail
LOT_1035,BATCH_675,WFR_21,1493.8,436.7,634.1,11.94,0.854,6,89.53,Pass
LOT_1035,BATCH_675,WFR_22,1472.1,447.4,661.5,12.56,0.768,13,79.42,Fail
LOT_1035,BATCH_675,WFR_23,1451.7,446.3,597.8,12.06,0.638,12,80.91,Fail
LOT_1035,BATCH_675,WFR_24,1474.4,459.4,635.4,11.91,0.712,10,87.98,Pass
LOT_1035,BATCH_675,WFR_25,1498.8,465.7,649.2,12.2,0.67,4,90.77,Pass
LOT_1036,BATCH_676,WFR_01,1562.8,466.7,627.3,12.98,0.649,11,86.47,Pass
LOT_1036,BATCH_676,WFR_02,1481.9,443.3,626.6,12.88,0.633,10,83.23,Fail
LOT_1036,BATCH_676,WFR_03,1507.8,447.5,633.3,12.6,0.722,10,86.59,Pass
LOT_1036,BATCH_676,WFR_04,1499.4,429.8,657.3,11.89,0.666,9,87.29,Pass
LOT_1036,BATCH_676,WFR_05,1541.6,440.3,645.3,12.42,0.748,13,83.94,Fail
LOT_1036,BATCH_677,WFR_06,1588.4,461.6,594.0,12.62,0.75,19,76.64,Fail
LOT_1036,BATCH_677,WFR_07,1481.4,469.4,597.0,12.57,0.769,12,81.97,Fail
LOT_1036,BATCH_677,WFR_08,1482.9,435.2,634.8,11.76,0.657,6,88.08,Pass
LOT_1036,BATCH_677,WFR_09,1536.5,442.9,661.4,12.14,0.724,12,82.55,Fail
LOT_1036,BATCH_677,WFR_10,1523.9,449.7,581.3,12.47,0.732,14,79.62,Fail
LOT_1036,BATCH_678,WFR_11,1564.6,453.4,637.5,12.71,0.676,15,78.19,Fail
LOT_1036,BATCH_678,WFR_12,1520.4,440.3,636.8,11.62,0.661,11,85.49,Pass
LOT_1036,BATCH_678,WFR_13,1487.4,455.1,684.7,12.44,0.78,6,92.57,Pass
LOT_1036,BATCH_678,WFR_14,1520.7,444.3,640.4,12.56,0.711,8,90.39,Pass
LOT_1036,BATCH_678,WFR_15,1538.8,449.8,659.6,12.84,0.732,8,88.65,Pass
LOT_1036,BATCH_679,WFR_16,1528.7,456.6,653.5,12.78,0.659,6,91.59,Pass
LOT_1036,BATCH_679,WFR_17,1517.8,450.1,596.7,12.73,0.639,10,87.69,Pass
LOT_1036,BATCH_679,WFR_18,1537.3,444.8,669.2,12.18,0.672,14,82.3,Fail
LOT_1036,BATCH_679,WFR_19,1540.9,448.7,655.4,11.74,0.694,12,84.98,Fail
LOT_1036,BATCH_679,WFR_20,1548.4,448.9,662.7,12.34,0.647,9,84.63,Fail
LOT_1036,BATCH_680,WFR_21,1522.7,445.6,748.2,12.9,0.7,18,77.7,Fail
LOT_1036,BATCH_680,WFR_22,1494.2,446.9,597.9,13.06,0.616,19,74.51,Fail
LOT_1036,BATCH_680,WFR_23,1505.1,469.2,693.1,12.78,0.644,9,86.23,Pass
LOT_1036,BATCH_680,WFR_24,1542.2,456.7,642.8,12.67,0.734,7,88.88,Pass
LOT_1036,BATCH_680,WFR_25,1471.4,446.5,657.2,12.65,0.73,7,91.1,Pass
LOT_1037,BATCH_681,WFR_01,1512.9,458.4,648.9,12.28,0.68,4,93.61,Pass
LOT_1037,BATCH_681,WFR_02,1486.2,446.0,639.4,12.45,0.649,6,92.54,Pass
LOT_1037,BATCH_681,WFR_03,1501.0,464.1,635.8,13.17,0.649,8,88.42,Pass
LOT_1037,BATCH_681,WFR_04,1544.7,454.4,658.2,12.12,0.681,9,88.26,Pass
LOT_1037,BATCH_681,WFR_05,1506.7,448.7,612.1,13.15,0.732,8,87.59,Pass
LOT_1037,BATCH_682,WFR_06,1501.6,455.4,668.8,12.37,0.746,10,84.54,Fail
LOT_1037,BATCH_682,WFR_07,1452.4,431.1,639.6,13.03,0.675,7,88.94,Pass
LOT_1037,BATCH_682,WFR_08,1526.1,436.5,621.7,11.94,0.642,9,87.03,Pass
LOT_1037,BATCH_682,WFR_09,1522.6,435.7,638.7,12.73,0.713,10,86.06,Pass
LOT_1037,BATCH_682,WFR_10,1575.7,451.7,681.4,12.21,0.659,13,80.19,Fail
LOT_1037,BATCH_683,WFR_11,1489.2,470.8,636.6,11.93,0.674,10,86.9,Pass
LOT_1037,BATCH_683,WFR_12,1507.7,476.8,659.0,12.59,0.766,7,87.93,Pass
LOT_1037,BATCH_683,WFR_13,1508.7,457.7,631.7,12.9,0.741,5,90.21,Pass
LOT_1037,BATCH_683,WFR_14,1555.2,456.0,668.9,12.16,0.708,16,78.7,Fail
LOT_1037,BATCH_683,WFR_15,1496.7,428.4,667.1,11.9,0.636,6,91.31,Pass
LOT_1037,BATCH_684,WFR_16,1509.8,443.5,696.2,12.46,0.711,9,86.85,Pass
LOT_1037,BATCH_684,WFR_17,1521.3,440.5,645.6,12.47,0.753,3,95.93,Pass
LOT_1037,BATCH_684,WFR_18,1506.5,442.5,666.7,12.72,0.681,5,93.77,Pass
LOT_1037,BATCH_684,WFR_19,1484.4,448.0,652.5,12.88,0.768,8,89.84,Pass
LOT_1037,BATCH_684,WFR_20,1506.8,444.3,682.4,12.48,0.765,14,82.26,Fail
LOT_1037,BATCH_685,WFR_21,1537.6,426.2,632.0,13.24,0.783,11,84.28,Fail
LOT_1037,BATCH_685,WFR_22,1464.1,459.0,668.6,12.59,0.715,11,82.55,Fail
LOT_1037,BATCH_685,WFR_23,1504.7,437.1,645.1,12.36,0.729,3,95.22,Pass
LOT_1037,BATCH_685,WFR_24,1475.5,452.9,648.4,11.86,0.771,6,88.12,Pass
LOT_1037,BATCH_685,WFR_25,1541.8,474.9,652.3,12.39,0.722,9,84.43,Fail
LOT_1038,BATCH_686,WFR_01,1446.7,439.0,656.3,12.37,0.675,13,79.61,Fail
LOT_1038,BATCH_686,WFR_02,1480.4,419.6,647.1,12.88,0.678,7,87.41,Pass
LOT_1038,BATCH_686,WFR_03,1513.2,446.6,655.4,12.68,0.712,5,92.18,Pass
LOT_1038,BATCH_686,WFR_04,1554.8,463.2,689.5,12.03,0.635,10,87.64,Pass
LOT_1038,BATCH_686,WFR_05,1497.7,473.5,674.6,12.57,0.693,10,85.16,Pass
LOT_1038,BATCH_687,WFR_06,1480.6,435.2,671.7,12.77,0.755,11,84.01,Fail
LOT_1038,BATCH_687,WFR_07,1565.8,456.0,638.6,13.11,0.59,11,82.55,Fail
LOT_1038,BATCH_687,WFR_08,1449.3,444.4,627.8,12.86,0.777,11,81.82,Fail
LOT_1038,BATCH_687,WFR_09,1423.0,448.7,673.9,12.8,0.756,13,81.86,Fail
LOT_1038,BATCH_687,WFR_10,1515.4,481.7,671.9,12.52,0.677,13,82.67,Fail
LOT_1038,BATCH_688,WFR_11,1482.4,432.0,686.8,12.66,0.727,7,90.67,Pass
LOT_1038,BATCH_688,WFR_12,1464.3,453.0,634.9,13.0,0.7,8,90.38,Pass
LOT_1038,BATCH_688,WFR_13,1524.8,455.6,644.3,11.97,0.761,7,89.05,Pass
LOT_1038,BATCH_688,WFR_14,1508.5,463.0,609.0,12.36,0.749,9,86.42,Pass
LOT_1038,BATCH_688,WFR_15,1480.3,451.2,640.2,12.19,0.63,6,88.68,Pass
LOT_1038,BATCH_689,WFR_16,1455.2,453.7,674.9,12.65,0.729,15,79.48,Fail
LOT_1038,BATCH_689,WFR_17,1530.5,445.3,638.3,12.99,0.69,15,77.42,Fail
LOT_1038,BATCH_689,WFR_18,1522.8,453.2,666.0,12.26,0.704,8,87.26,Pass
LOT_1038,BATCH_689,WFR_19,1496.5,445.9,645.2,11.54,0.664,3,92.2,Pass
LOT_1038,BATCH_689,WFR_20,1564.6,457.5,658.1,12.34,0.787,10,87.26,Pass
LOT_1038,BATCH_690,WFR_21,1462.5,445.6,621.3,12.87,0.752,11,82.52,Fail
LOT_1038,BATCH_690,WFR_22,1446.6,454.5,652.1,12.72,0.663,7,88.22,Pass
LOT_1038,BATCH_690,WFR_23,1475.8,449.6,575.2,12.67,0.633,18,77.55,Fail
LOT_1038,BATCH_690,WFR_24,1498.4,463.5,645.3,12.39,0.681,3,95.45,Pass
LOT_1038,BATCH_690,WFR_25,1508.5,449.4,609.2,11.99,0.722,17,74.97,Fail
LOT_1039,BATCH_691,WFR_01,1491.6,428.7,680.1,12.71,0.712,9,89.04,Pass
LOT_1039,BATCH_691,WFR_02,1512.3,465.1,669.4,12.17,0.763,8,88.09,Pass
LOT_1039,BATCH_691,WFR_03,1456.2,439.1,661.7,13.37,0.739,9,87.63,Pass
LOT_1039,BATCH_691,WFR_04,1550.5,442.2,688.0,12.73,0.748,13,81.07,Fail
LOT_1039,BATCH_691,WFR_05,1497.1,442.9,626.3,12.27,0.716,7,87.4,Pass
LOT_1039,BATCH_692,WFR_06,1539.1,466.5,693.7,12.26,0.631,12,83.8,Fail
LOT_1039,BATCH_692,WFR_07,1512.0,424.4,673.3,12.46,0.69,9,87.07,Pass
LOT_1039,BATCH_692,WFR_08,1516.0,487.7,644.1,12.4,0.753,11,81.89,Fail
LOT_1039,BATCH_692,WFR_09,1519.9,462.7,678.4,12.95,0.697,10,84.08,Fail
LOT_1039,BATCH_692,WFR_10,1515.7,452.7,622.3,12.57,0.725,7,87.11,Pass
LOT_1039,BATCH_693,WFR_11,1522.5,449.3,629.4,12.21,0.684,10,85.81,Pass
LOT_1039,BATCH_693,WFR_12,1546.5,453.4,634.8,13.26,0.649,13,83.23,Fail
LOT_1039,BATCH_693,WFR_13,1506.9,456.3,636.8,12.52,0.694,7,89.54,Pass
LOT_1039,BATCH_693,WFR_14,1524.8,457.7,623.6,12.81,0.715,12,82.02,Fail
LOT_1039,BATCH_693,WFR_15,1496.9,456.7,680.6,12.26,0.667,11,86.25,Pass
LOT_1039,BATCH_694,WFR_16,1550.4,451.1,643.5,12.65,0.688,13,83.05,Fail
LOT_1039,BATCH_694,WFR_17,1476.3,447.6,658.8,12.62,0.653,10,87.77,Pass
LOT_1039,BATCH_694,WFR_18,1563.0,448.2,635.7,11.74,0.756,10,85.84,Pass
LOT_1039,BATCH_694,WFR_19,1498.6,447.7,604.5,13.31,0.685,10,83.86,Fail
LOT_1039,BATCH_694,WFR_20,1449.9,463.6,656.8,13.02,0.773,9,89.08,Pass
LOT_1039,BATCH_695,WFR_21,1504.5,457.1,602.2,12.34,0.776,9,85.82,Pass
LOT_1039,BATCH_695,WFR_22,1476.2,414.7,648.3,12.06,0.696,9,84.54,Fail
LOT_1039,BATCH_695,WFR_23,1529.4,457.9,615.8,12.64,0.65,14,82.02,Fail
LOT_1039,BATCH_695,WFR_24,1477.2,452.3,699.7,12.53,0.596,11,83.33,Fail
LOT_1039,BATCH_695,WFR_25,1484.4,449.8,672.8,12.64,0.626,11,81.92,Fail
LOT_1040,BATCH_696,WFR_01,1433.9,445.3,652.6,12.58,0.631,14,78.39,Fail
LOT_1040,BATCH_696,WFR_02,1484.2,463.5,681.6,12.7,0.769,8,89.23,Pass
LOT_1040,BATCH_696,WFR_03,1415.2,461.4,628.8,13.08,0.706,14,82.7,Fail
LOT_1040,BATCH_696,WFR_04,1444.6,440.7,663.6,12.73,0.719,13,83.66,Fail
LOT_1040,BATCH_696,WFR_05,1526.6,454.9,655.0,12.08,0.589,4,91.69,Pass
LOT_1040,BATCH_697,WFR_06,1527.5,438.3,656.6,13.05,0.64,7,87.97,Pass
LOT_1040,BATCH_697,WFR_07,1514.9,433.4,681.8,13.16,0.744,7,88.23,Pass
LOT_1040,BATCH_697,WFR_08,1466.2,442.5,668.3,13.76,0.714,7,89.92,Pass
LOT_1040,BATCH_697,WFR_09,1498.3,460.3,657.2,12.05,0.693,6,91.95,Pass
LOT_1040,BATCH_697,WFR_10,1499.9,461.4,608.6,12.6,0.728,11,83.9,Fail
LOT_1040,BATCH_698,WFR_11,1459.5,456.2,626.0,11.67,0.782,11,84.38,Fail
LOT_1040,BATCH_698,WFR_12,1552.6,458.7,646.9,12.72,0.689,9,85.56,Pass
LOT_1040,BATCH_698,WFR_13,1530.7,456.2,652.3,12.28,0.703,8,88.19,Pass
LOT_1040,BATCH_698,WFR_14,1492.3,442.3,621.7,13.27,0.71,11,85.11,Pass
LOT_1040,BATCH_698,WFR_15,1500.9,455.2,710.3,12.19,0.82,11,85.33,Pass
LOT_1040,BATCH_699,WFR_16,1507.3,459.6,687.9,11.82,0.595,7,90.54,Pass
LOT_1040,BATCH_699,WFR_17,1428.5,459.1,665.1,12.31,0.734,17,78.27,Fail
LOT_1040,BATCH_699,WFR_18,1491.3,464.3,651.8,11.71,0.694,5,93.53,Pass
LOT_1040,BATCH_699,WFR_19,1476.1,458.5,644.7,12.8,0.728,6,91.07,Pass
LOT_1040,BATCH_699,WFR_20,1464.9,454.2,626.2,11.67,0.667,10,87.82,Pass
LOT_1040,BATCH_700,WFR_21,1490.2,462.8,651.9,12.51,0.698,5,93.07,Pass
LOT_1040,BATCH_700,WFR_22,1562.9,449.7,656.4,11.67,0.736,12,81.87,Fail
LOT_1040,BATCH_700,WFR_23,1522.4,439.4,619.0,12.37,0.856,10,86.37,Pass
LOT_1040,BATCH_700,WFR_24,1480.0,448.0,658.4,13.16,0.74,9,85.86,Pass
LOT_1040,BATCH_700,WFR_25,1520.0,441.1,646.1,12.64,0.658,11,83.22,Fail
